0.02.864.567 I slot print_timing: id 63 | task 0 | prompt eval time =      17.12 ms /     8 tokens (    2.14 ms per token,   467.37 tokens per second)
0.11.930.422 I slot print_timing: id 26 | task 38 | n_decoded =    175, tg =  22.17 t/s, tg_3s =  24.98 t/s
0.11.930.799 I slot print_timing: id 27 | task 37 | n_decoded =    175, tg =  22.17 t/s, tg_3s =  24.98 t/s
0.11.931.175 I slot print_timing: id 28 | task 36 | n_decoded =    175, tg =  22.17 t/s, tg_3s =  24.98 t/s
0.11.931.566 I slot print_timing: id 29 | task 35 | n_decoded =    175, tg =  22.18 t/s, tg_3s =  24.98 t/s
0.11.931.962 I slot print_timing: id 30 | task 34 | n_decoded =    175, tg =  22.18 t/s, tg_3s =  24.98 t/s
0.11.967.679 I slot print_timing: id 31 | task 32 | n_decoded =    175, tg =  22.73 t/s, tg_3s =  24.98 t/s
0.11.968.061 I slot print_timing: id 32 | task 33 | n_decoded =    175, tg =  22.73 t/s, tg_3s =  24.98 t/s
0.11.968.450 I slot print_timing: id 33 | task 31 | n_decoded =    175, tg =  22.73 t/s, tg_3s =  24.98 t/s
0.11.968.818 I slot print_timing: id 34 | task 30 | n_decoded =    175, tg =  22.74 t/s, tg_3s =  24.98 t/s
0.11.969.191 I slot print_timing: id 35 | task 29 | n_decoded =    175, tg =  22.74 t/s, tg_3s =  24.98 t/s
0.12.019.639 I slot print_timing: id 36 | task 28 | n_decoded =    176, tg =  22.73 t/s, tg_3s =  25.05 t/s
0.12.020.022 I slot print_timing: id 37 | task 27 | n_decoded =    176, tg =  22.73 t/s, tg_3s =  25.05 t/s
0.12.020.407 I slot print_timing: id 38 | task 26 | n_decoded =    176, tg =  22.73 t/s, tg_3s =  25.05 t/s
0.12.056.321 I slot print_timing: id 39 | task 25 | n_decoded =    176, tg =  23.32 t/s, tg_3s =  25.05 t/s
0.12.056.716 I slot print_timing: id 40 | task 24 | n_decoded =    176, tg =  23.33 t/s, tg_3s =  25.05 t/s
0.12.057.087 I slot print_timing: id 41 | task 23 | n_decoded =    176, tg =  23.33 t/s, tg_3s =  25.05 t/s
0.12.057.482 I slot print_timing: id 42 | task 22 | n_decoded =    176, tg =  23.33 t/s, tg_3s =  25.05 t/s
0.12.057.865 I slot print_timing: id 43 | task 21 | n_decoded =    176, tg =  23.34 t/s, tg_3s =  25.05 t/s
0.12.058.235 I slot print_timing: id 44 | task 20 | n_decoded =    176, tg =  23.34 t/s, tg_3s =  25.05 t/s
0.12.058.614 I slot print_timing: id 45 | task 18 | n_decoded =    176, tg =  23.34 t/s, tg_3s =  25.05 t/s
0.12.058.975 I slot print_timing: id 46 | task 19 | n_decoded =    176, tg =  23.35 t/s, tg_3s =  25.05 t/s
0.12.099.642 I slot print_timing: id 47 | task 17 | n_decoded =    176, tg =  23.95 t/s, tg_3s =  25.01 t/s
0.12.100.033 I slot print_timing: id 48 | task 16 | n_decoded =    176, tg =  23.96 t/s, tg_3s =  25.01 t/s
0.12.100.395 I slot print_timing: id 49 | task 15 | n_decoded =    176, tg =  23.96 t/s, tg_3s =  25.01 t/s
0.12.100.778 I slot print_timing: id 50 | task 14 | n_decoded =    176, tg =  23.97 t/s, tg_3s =  25.01 t/s
0.12.101.173 I slot print_timing: id 51 | task 13 | n_decoded =    176, tg =  23.97 t/s, tg_3s =  25.01 t/s
0.12.101.572 I slot print_timing: id 52 | task 12 | n_decoded =    176, tg =  23.97 t/s, tg_3s =  25.01 t/s
0.12.101.961 I slot print_timing: id 53 | task 11 | n_decoded =    176, tg =  23.98 t/s, tg_3s =  25.01 t/s
0.12.102.331 I slot print_timing: id 54 | task 9 | n_decoded =    176, tg =  23.98 t/s, tg_3s =  25.01 t/s
0.12.138.901 I slot print_timing: id 55 | task 10 | n_decoded =    176, tg =  24.65 t/s, tg_3s =  25.17 t/s
0.12.139.283 I slot print_timing: id 56 | task 8 | n_decoded =    176, tg =  24.65 t/s, tg_3s =  25.17 t/s
0.12.139.667 I slot print_timing: id 57 | task 7 | n_decoded =    176, tg =  24.65 t/s, tg_3s =  25.17 t/s
0.12.140.031 I slot print_timing: id 58 | task 6 | n_decoded =    176, tg =  24.66 t/s, tg_3s =  25.17 t/s
0.12.140.399 I slot print_timing: id 59 | task 5 | n_decoded =    176, tg =  24.66 t/s, tg_3s =  25.17 t/s
0.12.140.793 I slot print_timing: id 60 | task 4 | n_decoded =    176, tg =  24.66 t/s, tg_3s =  25.17 t/s
0.12.141.160 I slot print_timing: id 61 | task 3 | n_decoded =    176, tg =  24.67 t/s, tg_3s =  25.17 t/s
0.12.141.535 I slot print_timing: id 62 | task 2 | n_decoded =    176, tg =  24.67 t/s, tg_3s =  25.17 t/s
0.12.190.476 I slot print_timing: id 63 | task 65 | n_decoded =    176, tg =  24.68 t/s, tg_3s =  25.06 t/s
0.14.837.974 I slot print_timing: id  0 | task 64 | n_decoded =    253, tg =  21.93 t/s, tg_3s =  25.72 t/s
0.14.838.362 I slot print_timing: id  1 | task 63 | n_decoded =    253, tg =  21.93 t/s, tg_3s =  25.72 t/s
0.14.838.740 I slot print_timing: id  2 | task 62 | n_decoded =    253, tg =  21.94 t/s, tg_3s =  25.72 t/s
0.14.839.118 I slot print_timing: id  3 | task 61 | n_decoded =    253, tg =  21.94 t/s, tg_3s =  25.72 t/s
0.14.839.524 I slot print_timing: id  4 | task 60 | n_decoded =    253, tg =  21.94 t/s, tg_3s =  25.72 t/s
0.14.839.898 I slot print_timing: id  5 | task 59 | n_decoded =    253, tg =  21.94 t/s, tg_3s =  25.72 t/s
0.14.840.270 I slot print_timing: id  6 | task 58 | n_decoded =    253, tg =  21.94 t/s, tg_3s =  25.72 t/s
0.14.840.669 I slot print_timing: id  7 | task 57 | n_decoded =    253, tg =  21.95 t/s, tg_3s =  25.72 t/s
0.14.876.871 I slot print_timing: id  8 | task 56 | n_decoded =    253, tg =  22.34 t/s, tg_3s =  25.72 t/s
0.14.877.256 I slot print_timing: id  9 | task 54 | n_decoded =    253, tg =  22.34 t/s, tg_3s =  25.72 t/s
0.14.877.654 I slot print_timing: id 10 | task 55 | n_decoded =    253, tg =  22.35 t/s, tg_3s =  25.72 t/s
0.14.878.036 I slot print_timing: id 11 | task 53 | n_decoded =    253, tg =  22.35 t/s, tg_3s =  25.72 t/s
0.14.878.409 I slot print_timing: id 12 | task 52 | n_decoded =    253, tg =  22.35 t/s, tg_3s =  25.72 t/s
0.14.878.797 I slot print_timing: id 13 | task 50 | n_decoded =    253, tg =  22.35 t/s, tg_3s =  25.72 t/s
0.14.879.180 I slot print_timing: id 14 | task 51 | n_decoded =    253, tg =  22.36 t/s, tg_3s =  25.72 t/s
0.14.919.449 I slot print_timing: id 15 | task 49 | n_decoded =    253, tg =  22.74 t/s, tg_3s =  25.75 t/s
0.14.919.835 I slot print_timing: id 16 | task 47 | n_decoded =    253, tg =  22.74 t/s, tg_3s =  25.75 t/s
0.14.920.222 I slot print_timing: id 17 | task 48 | n_decoded =    253, tg =  22.74 t/s, tg_3s =  25.76 t/s
0.14.920.619 I slot print_timing: id 18 | task 46 | n_decoded =    253, tg =  22.75 t/s, tg_3s =  25.76 t/s
0.14.921.011 I slot print_timing: id 19 | task 45 | n_decoded =    253, tg =  22.75 t/s, tg_3s =  25.76 t/s
0.14.921.392 I slot print_timing: id 20 | task 44 | n_decoded =    253, tg =  22.75 t/s, tg_3s =  25.76 t/s
0.14.921.775 I slot print_timing: id 21 | task 43 | n_decoded =    253, tg =  22.75 t/s, tg_3s =  25.76 t/s
0.14.922.162 I slot print_timing: id 22 | task 42 | n_decoded =    253, tg =  22.76 t/s, tg_3s =  25.76 t/s
0.14.949.503 I slot print_timing: id  0 | task 64 | prompt eval time =     291.60 ms /  1024 tokens (    0.28 ms per token,  3511.67 tokens per second)
0.14.949.508 I slot print_timing: id  0 | task 64 |        eval time =   11647.57 ms /   256 tokens (   45.50 ms per token,    21.98 tokens per second)
0.14.949.509 I slot print_timing: id  0 | task 64 |       total time =   11939.17 ms /  1280 tokens
0.14.949.510 I slot print_timing: id  0 | task 64 |    graphs reused =        247
0.14.950.100 I slot print_timing: id  1 | task 63 | prompt eval time =     292.65 ms /  1024 tokens (    0.29 ms per token,  3499.06 tokens per second)
0.14.950.103 I slot print_timing: id  1 | task 63 |        eval time =   11646.51 ms /   256 tokens (   45.49 ms per token,    21.98 tokens per second)
0.14.950.104 I slot print_timing: id  1 | task 63 |       total time =   11939.16 ms /  1280 tokens
0.14.950.104 I slot print_timing: id  1 | task 63 |    graphs reused =        247
0.14.950.702 I slot print_timing: id  2 | task 62 | prompt eval time =     293.73 ms /  1024 tokens (    0.29 ms per token,  3486.18 tokens per second)
0.14.950.705 I slot print_timing: id  2 | task 62 |        eval time =   11645.45 ms /   256 tokens (   45.49 ms per token,    21.98 tokens per second)
0.14.950.705 I slot print_timing: id  2 | task 62 |       total time =   11939.18 ms /  1280 tokens
0.14.950.706 I slot print_timing: id  2 | task 62 |    graphs reused =        247
0.14.951.281 I slot print_timing: id  3 | task 61 | prompt eval time =     294.64 ms /  1024 tokens (    0.29 ms per token,  3475.45 tokens per second)
0.14.951.284 I slot print_timing: id  3 | task 61 |        eval time =   11644.54 ms /   256 tokens (   45.49 ms per token,    21.98 tokens per second)
0.14.951.285 I slot print_timing: id  3 | task 61 |       total time =   11939.18 ms /  1280 tokens
0.14.951.285 I slot print_timing: id  3 | task 61 |    graphs reused =        247
0.14.951.888 I slot print_timing: id  4 | task 60 | prompt eval time =     295.74 ms /  1024 tokens (    0.29 ms per token,  3462.48 tokens per second)
0.14.951.891 I slot print_timing: id  4 | task 60 |        eval time =   11643.53 ms /   256 tokens (   45.48 ms per token,    21.99 tokens per second)
0.14.951.891 I slot print_timing: id  4 | task 60 |       total time =   11939.27 ms /  1280 tokens
0.14.951.892 I slot print_timing: id  4 | task 60 |    graphs reused =        247
0.14.952.498 I slot print_timing: id  5 | task 59 | prompt eval time =     296.62 ms /  1024 tokens (    0.29 ms per token,  3452.22 tokens per second)
0.14.952.501 I slot print_timing: id  5 | task 59 |        eval time =   11642.66 ms /   256 tokens (   45.48 ms per token,    21.99 tokens per second)
0.14.952.502 I slot print_timing: id  5 | task 59 |       total time =   11939.28 ms /  1280 tokens
0.14.952.503 I slot print_timing: id  5 | task 59 |    graphs reused =        247
0.14.953.097 I slot print_timing: id  6 | task 58 | prompt eval time =     297.47 ms /  1024 tokens (    0.29 ms per token,  3442.39 tokens per second)
0.14.953.100 I slot print_timing: id  6 | task 58 |        eval time =   11641.80 ms /   256 tokens (   45.48 ms per token,    21.99 tokens per second)
0.14.953.101 I slot print_timing: id  6 | task 58 |       total time =   11939.27 ms /  1280 tokens
0.14.953.101 I slot print_timing: id  6 | task 58 |    graphs reused =        247
0.14.953.720 I slot print_timing: id  7 | task 57 | prompt eval time =     298.34 ms /  1024 tokens (    0.29 ms per token,  3432.30 tokens per second)
0.14.953.723 I slot print_timing: id  7 | task 57 |        eval time =   11640.96 ms /   256 tokens (   45.47 ms per token,    21.99 tokens per second)
0.14.953.724 I slot print_timing: id  7 | task 57 |       total time =   11939.31 ms /  1280 tokens
0.14.953.724 I slot print_timing: id  7 | task 57 |    graphs reused =        247
0.14.959.830 I slot print_timing: id 23 | task 41 | n_decoded =    253, tg =  23.15 t/s, tg_3s =  25.74 t/s
0.14.960.195 I slot print_timing: id 24 | task 40 | n_decoded =    253, tg =  23.15 t/s, tg_3s =  25.74 t/s
0.14.960.579 I slot print_timing: id 25 | task 39 | n_decoded =    253, tg =  23.15 t/s, tg_3s =  25.74 t/s
0.14.960.946 I slot print_timing: id 26 | task 38 | n_decoded =    253, tg =  23.16 t/s, tg_3s =  25.74 t/s
0.14.961.313 I slot print_timing: id 27 | task 37 | n_decoded =    253, tg =  23.16 t/s, tg_3s =  25.74 t/s
0.14.961.680 I slot print_timing: id 28 | task 36 | n_decoded =    253, tg =  23.16 t/s, tg_3s =  25.74 t/s
0.14.962.049 I slot print_timing: id 29 | task 35 | n_decoded =    253, tg =  23.16 t/s, tg_3s =  25.74 t/s
0.14.962.418 I slot print_timing: id 30 | task 34 | n_decoded =    253, tg =  23.17 t/s, tg_3s =  25.74 t/s
0.14.987.031 I slot print_timing: id  8 | task 56 | prompt eval time =     239.90 ms /  1024 tokens (    0.23 ms per token,  4268.43 tokens per second)
0.14.987.041 I slot print_timing: id  8 | task 56 |        eval time =   11434.19 ms /   256 tokens (   44.66 ms per token,    22.39 tokens per second)
0.14.987.042 I slot print_timing: id  8 | task 56 |       total time =   11674.09 ms /  1280 tokens
0.14.987.043 I slot print_timing: id  8 | task 56 |    graphs reused =        247
0.14.987.679 I slot print_timing: id  9 | task 54 | prompt eval time =     241.25 ms /  1024 tokens (    0.24 ms per token,  4244.52 tokens per second)
0.14.987.682 I slot print_timing: id  9 | task 54 |        eval time =   11433.27 ms /   256 tokens (   44.66 ms per token,    22.39 tokens per second)
0.14.987.683 I slot print_timing: id  9 | task 54 |       total time =   11674.52 ms /  1280 tokens
0.14.987.684 I slot print_timing: id  9 | task 54 |    graphs reused =        247
0.14.988.289 I slot print_timing: id 10 | task 55 | prompt eval time =     242.40 ms /  1024 tokens (    0.24 ms per token,  4224.35 tokens per second)
0.14.988.292 I slot print_timing: id 10 | task 55 |        eval time =   11432.42 ms /   256 tokens (   44.66 ms per token,    22.39 tokens per second)
0.14.988.293 I slot print_timing: id 10 | task 55 |       total time =   11674.82 ms /  1280 tokens
0.14.988.294 I slot print_timing: id 10 | task 55 |    graphs reused =        247
0.14.988.884 I slot print_timing: id 11 | task 53 | prompt eval time =     243.36 ms /  1024 tokens (    0.24 ms per token,  4207.72 tokens per second)
0.14.988.887 I slot print_timing: id 11 | task 53 |        eval time =   11431.57 ms /   256 tokens (   44.65 ms per token,    22.39 tokens per second)
0.14.988.888 I slot print_timing: id 11 | task 53 |       total time =   11674.93 ms /  1280 tokens
0.14.988.888 I slot print_timing: id 11 | task 53 |    graphs reused =        247
0.14.989.474 I slot print_timing: id 12 | task 52 | prompt eval time =     244.51 ms /  1024 tokens (    0.24 ms per token,  4187.93 tokens per second)
0.14.989.477 I slot print_timing: id 12 | task 52 |        eval time =   11430.68 ms /   256 tokens (   44.65 ms per token,    22.40 tokens per second)
0.14.989.478 I slot print_timing: id 12 | task 52 |       total time =   11675.19 ms /  1280 tokens
0.14.989.479 I slot print_timing: id 12 | task 52 |    graphs reused =        247
0.14.990.071 I slot print_timing: id 13 | task 50 | prompt eval time =     245.82 ms /  1024 tokens (    0.24 ms per token,  4165.62 tokens per second)
0.14.990.075 I slot print_timing: id 13 | task 50 |        eval time =   11429.69 ms /   256 tokens (   44.65 ms per token,    22.40 tokens per second)
0.14.990.075 I slot print_timing: id 13 | task 50 |       total time =   11675.51 ms /  1280 tokens
0.14.990.076 I slot print_timing: id 13 | task 50 |    graphs reused =        247
0.14.990.665 I slot print_timing: id 14 | task 51 | prompt eval time =     246.97 ms /  1024 tokens (    0.24 ms per token,  4146.30 tokens per second)
0.14.990.669 I slot print_timing: id 14 | task 51 |        eval time =   11428.83 ms /   256 tokens (   44.64 ms per token,    22.40 tokens per second)
0.14.990.670 I slot print_timing: id 14 | task 51 |       total time =   11675.80 ms /  1280 tokens
0.14.990.671 I slot print_timing: id 14 | task 51 |    graphs reused =        247
0.14.996.938 I slot print_timing: id 31 | task 32 | n_decoded =    253, tg =  23.58 t/s, tg_3s =  25.75 t/s
0.14.997.300 I slot print_timing: id 32 | task 33 | n_decoded =    253, tg =  23.58 t/s, tg_3s =  25.75 t/s
0.14.997.666 I slot print_timing: id 33 | task 31 | n_decoded =    253, tg =  23.58 t/s, tg_3s =  25.75 t/s
0.14.998.010 I slot print_timing: id 34 | task 30 | n_decoded =    253, tg =  23.59 t/s, tg_3s =  25.75 t/s
0.14.998.364 I slot print_timing: id 35 | task 29 | n_decoded =    253, tg =  23.59 t/s, tg_3s =  25.75 t/s
0.15.020.363 I slot print_timing: id 15 | task 49 | prompt eval time =     478.08 ms /  1024 tokens (    0.47 ms per token,  2141.91 tokens per second)
0.15.020.372 I slot print_timing: id 15 | task 49 |        eval time =   11227.09 ms /   256 tokens (   43.86 ms per token,    22.80 tokens per second)
